字段代码,字段(大写),中文名,参数,来源
balanceafterrepayment,BALANCEAFTERREPAYMENT,违约偿还后债券余额,TRADEDATE,xla去前缀变体
banks,BANKS,主要往来银行,,xla去前缀变体
banktype,BANKTYPE,上市公司(银行)类型,,xla去前缀变体
basedate,BASEDATE,基期,,xla去前缀变体
baserate,BASERATE,基准利率,,xla去前缀变体
baserate2,BASERATE2,基准利率(发行时),,xla去前缀变体
baserate3,BASERATE3,基准利率(指定日期),TRADEDATE,xla去前缀变体
basevalue,BASEVALUE,基点,,xla去前缀变体
basevalue_ifexe,BASEVALUE_IFEXE,行权基点价值,TRADEDATE,xla去前缀变体
basisannualyield,BASISANNUALYIELD,基差年化收益率(股指期货),TRADEDATE,xla去前缀变体
bbi,BBI,BBI多空指数,,xla原码
bbiboll,BBIBOLL,BBIBOLL多空布林线,,xla原码
bclc,BCLC,公司债对应上市公司代码(新增),,xla去前缀变体
bconvexity_ifexe,BCONVEXITY_IFEXE,行权基准凸性,TRADEDATE,xla去前缀变体
bduration,BDURATION,基准久期(新增),TD,xla去前缀变体
bduration_ifexe,BDURATION_IFEXE,行权基准久期,TRADEDATE,xla去前缀变体
beta,BETA,波Beta,StartDate、EndDate、Period、TYPE、INDEX,xla去前缀变体
betadf,BETADF,Beta(剔除财务杠杆)(新增),TD1、TD2,xla去前缀变体
bias,BIAS,BIAS乖离率,,xla原码
biaskrt_bst,BIASKRT_BST,双边卖出收益率(最优),,xla去前缀变体
biaskrt_wt,BIASKRT_WT,双边卖出收益率(加权平均),,xla去前缀变体
bibidrt_bst,BIBIDRT_BST,双边买入收益率(最优),,xla去前缀变体
bibidrt_wt,BIBIDRT_WT,双边买入收益率(加权平均),,xla去前缀变体
bidclosingyield_broker,BIDCLOSINGYIELD_BROKER,买入收盘收益率(经纪商),TRADEDATE,xla去前缀变体
bidrt_avg,BIDRT_AVG,报价买入收益率(算数平均),,xla去前缀变体
bidrt_bst,BIDRT_BST,报价买入收益率(最优),,xla去前缀变体
bidyield_broker,BIDYIELD_BROKER,买入平均价收益率(经纪商),TRADEDATE,xla去前缀变体
binetask_bst,BINETASK_BST,双边卖出净价(最优),,xla去前缀变体
binetask_wt,BINETASK_WT,双边卖出净价(加权平均),,xla去前缀变体
binetbid_bst,BINETBID_BST,双边买入净价(最优),,xla去前缀变体
binetbid_wt,BINETBID_WT,双边买入净价(加权平均),,xla去前缀变体
biqtvolm,BIQTVOLM,双边报价笔数,,xla去前缀变体
bissuingdate,BISSUINGDATE,发行人首次发债日,,xla去前缀变体
bndinv_accrintamount,BNDINV_ACCRINTAMOUNT,买卖债券差价收入-应计利息总额,REPORTDATE,xla去前缀变体
bndinv_bndamount,BNDINV_BNDAMOUNT,买卖债券差价收入-卖出债券(债转股及债券到期兑付)成交总额,REPORTDATE,xla去前缀变体
bndinv_bndcost,BNDINV_BNDCOST,买卖债券差价收入-卖出债券(债转股及债券到期兑付)成本总额,REPORTDATE,xla去前缀变体
bndinv_interest,BNDINV_INTEREST,债券投资收益-利息收入,REPORTDATE,xla去前缀变体
bndinv_redeemspread,BNDINV_REDEEMSPREAD,债券投资收益-赎回差价收入,REPORTDATE,xla去前缀变体
bndinv_spread,BNDINV_SPREAD,买卖债券差价收入-买卖债券差价收入,REPORTDATE,xla去前缀变体
bndinv_subscribespread,BNDINV_SUBSCRIBESPREAD,债券投资收益-申购差价收入,REPORTDATE,xla去前缀变体
bndinv_tradespread,BNDINV_TRADESPREAD,债券投资收益-买卖债券差价收入,REPORTDATE,xla去前缀变体
bndinv_transcost,BNDINV_TRANSCOST,买卖债券差价收入-交易费用,REPORTDATE,xla去前缀变体
boardchairmen,BOARDCHAIRMEN,董事长,TRADEDATE,xla去前缀变体
boll,BOLL,BOLL布林带,,xla原码
bondcleanprice_cnbd,BONDCLEANPRICE_CNBD,债底净价(中债),TRADEDATE,xla去前缀变体
bondcnvxty_cnbd,BONDCNVXTY_CNBD,债底凸性(中债),TRADEDATE,xla去前缀变体
bondconsector,BONDCONSECTOR,是否所属债券概念板块,SectorID,xla去前缀变体
bonddirtyprice_cnbd,BONDDIRTYPRICE_CNBD,债底全价(中债),TRADEDATE,xla去前缀变体
bondindexbuzhoumountain,BONDINDEXBUZHOUMOUNTAIN,债券非市场化发行指数,TRADEDATE,xla去前缀变体
bondmodidura_cnbd,BONDMODIDURA_CNBD,债底修正久期(中债),TRADEDATE,xla去前缀变体
bondpre_cnbd,BONDPRE_CNBD,纯债溢价率(中债),TRADEDATE,xla去前缀变体
bondscore,BONDSCORE,债券评分,TRADEDATE,xla去前缀变体
bondyield_cnbd,BONDYIELD_CNBD,债底收益率(中债),TRADEDATE,xla去前缀变体
bookvaluetodebt,BOOKVALUETODEBT,股东权益合计（含少数）／负债总计,REPORTDATE,xla去前缀变体
bottom,BOTTOM,筑底指标,,xla原码
bps,BPS,每股净资产BPS,REPORTDATE,xla去前缀变体
bps_adjust,BPS_ADJUST,每股净资产BPS-最新股本摊薄,REPORTDATE,xla去前缀变体
bps_lyr,BPS_LYR,"每股净资产BPS(最新年报,LYR)",TRADEDATE,xla去前缀变体
bps_new,BPS_NEW,每股净资产BPS(最新公告),,xla去前缀变体
briefing,BRIEFING,公司简介,,xla去前缀变体
bs_crcassets,BS_CRCASSETS,分出再保险合同资产,YEARBASIS、REPORTDATE、TYPE,xla去前缀变体
bs_crcliab,BS_CRCLIAB,分出再保险合同负债,YEARBASIS、REPORTDATE、TYPE,xla去前缀变体
bs_ra,BS_RA,受限资产,YEARBASIS、REPORTDATE、TYPE,xla去前缀变体
bsharecode,BSHARECODE,同公司B股代码(新增),,xla去前缀变体
bsharename,BSHARENAME,同公司B股简称(新增),,xla去前缀变体
bsharewindcode,BSHAREWINDCODE,同公司B股Wind代码,,xla去前缀变体
business,BUSINESS,经营范围,,xla去前缀变体
cac_illegalityamount,CAC_ILLEGALITYAMOUNT,区间违规处罚金额,StartDate、DATE,xla去前缀变体
cac_illegalitynum,CAC_ILLEGALITYNUM,区间违规处罚次数,StartDate、DATE,xla去前缀变体
cac_lawsuitamount,CAC_LAWSUITAMOUNT,区间诉讼涉案金额,StartDate、DATE,xla去前缀变体
cac_lawsuitnum,CAC_LAWSUITNUM,区间诉讼次数,StartDate、DATE,xla去前缀变体
cac_repoamt,CAC_REPOAMT,区间回购金额,StartDate、DATE,xla去前缀变体
cac_repocshares,CAC_REPOCSHARES,区间回购股份注销数量,StartDate、DATE,xla去前缀变体
cac_reposhares,CAC_REPOSHARES,区间回购数量,StartDate、DATE,xla去前缀变体
cagr_totalprofit,CAGR_TOTALPROFIT,利润总额复合年增长率,,xla去前缀变体
calc_accrint,CALC_ACCRINT,指定日应计利息,,xla去前缀变体
calc_accrued,CALC_ACCRUED,应计利息,,xla去前缀变体
calc_adjyield,CALC_ADJYIELD,价格算票面调整收益率,TRADEDATE、ExtraCoupon、BondPrice,xla去前缀变体
calc_askprice,CALC_ASKPRICE,计算卖出价格,,xla去前缀变体
calc_chinabond,CALC_CHINABOND,收益率曲线(中债)3.0,TRADEDATE、Term,xla去前缀变体
calc_clean,CALC_CLEAN,全价算净价,,xla去前缀变体
calc_conv,CALC_CONV,凸性,,xla去前缀变体
calc_dirty,CALC_DIRTY,净价算全价,,xla去前缀变体
calc_duration,CALC_DURATION,麦考利久期,,xla去前缀变体
calc_floataddbp,CALC_FLOATADDBP,计算浮息债隐含加息基点,,xla去前缀变体
calc_floatbench,CALC_FLOATBENCH,计算浮息债隐含基准利率,,xla去前缀变体
calc_floatpv,CALC_FLOATPV,计算浮息债全价,TRADEDATE、Rate、Implied,xla去前缀变体
calc_hpy,CALC_HPY,持有期收益率,,xla去前缀变体
calc_mduration,CALC_MDURATION,修正久期,,xla去前缀变体
calc_price,CALC_PRICE,收益率(Wind)算价格,,xla去前缀变体
calc_pv,CALC_PV,收益率算价格(BC1),TRADEDATE、IncomeRate、IncomeRateType、PRICETYPE,xla去前缀变体
calc_pvbp,CALC_PVBP,基点价值,,xla去前缀变体
calc_yield,CALC_YIELD,价格算到期收益率(Wind),,xla去前缀变体
calc_ytm,CALC_YTM,价格算收益率(BC1),TRADEDATE、BondPrice、PRICETYPE、IncomeRateType,xla去前缀变体
callamount,CALLAMOUNT,认购成交额,TRADEDATE,xla去前缀变体
calloi,CALLOI,认购持仓量,TRADEDATE,xla去前缀变体
callrecdate,CALLRECDATE,赎回登记日,,xla去前缀变体
callvolume,CALLVOLUME,认购成交量,TRADEDATE,xla去前缀变体
capital_ccontinent_security,CAPITAL_CCONTINENT_SECURITY,是否COCO债,,xla去前缀变体
capitalflow,CAPITALFLOW,资金流向,TRADEDATE,xla去前缀变体
capitalizedtoda,CAPITALIZEDTODA,资本支出／折旧和摊销,REPORTDATE,xla去前缀变体
carrydate,CARRYDATE,转债起息日期,,xla去前缀变体
carryenddate,CARRYENDDATE,计息截止日,,xla去前缀变体
cashflow_ttm,CASHFLOW_TTM,现金净流量(TTM),,xla去前缀变体
cashflow_ttm2,CASHFLOW_TTM2,现金净流量(TTM),REPORTDATE,xla去前缀变体
cashratio,CASHRATIO,现金比率,,探测法实测
cashtocurrentdebt,CASHTOCURRENTDEBT,现金比率,REPORTDATE,xla去前缀变体
cashtostdebt,CASHTOSTDEBT,货币资金/短期债务,REPORTDATE、TYPE,xla去前缀变体
catoassets,CATOASSETS,流动资产占比,,探测法实测
caturn,CATURN,流动资产周转率,REPORTDATE,xla去前缀变体
cb_issueamount,CB_ISSUEAMOUNT,转债发行总额,,xla去前缀变体
cb_list_annocedate,CB_LIST_ANNOCEDATE,转债发行结果公告日,,xla去前缀变体
cb_list_dateinstoff,CB_LIST_DATEINSTOFF,转债网下向机构投资者发行日期,,xla去前缀变体
cb_list_dtonl,CB_LIST_DTONL,转债网上发行日期,,xla去前缀变体
cb_list_issuevolonl,CB_LIST_ISSUEVOLONL,网上发行数量(不含优先配售),,xla原码
cb_list_permitdate,CB_LIST_PERMITDATE,转债发审委审批通过日期,,xla去前缀变体
cb_list_rationchkindate,CB_LIST_RATIONCHKINDATE,转债老股东配售股权登记日,,xla去前缀变体
cb_list_rationdate,CB_LIST_RATIONDATE,转债老股东配售日期,,xla去前缀变体
cb_list_rationpaymtdate,CB_LIST_RATIONPAYMTDATE,转债老股东配售缴款日,,xla去前缀变体
cb_list_rationvol,CB_LIST_RATIONVOL,向老股东配售数量,,xla原码
cb_list_volinstoff,CB_LIST_VOLINSTOFF,网下向机构投资者发行数量(不含优先配售),,xla原码
cb_pq_highclose,CB_PQ_HIGHCLOSE,区间最高收盘价,StartDate、EndDate,xla原码
cb_pq_lowclose,CB_PQ_LOWCLOSE,区间最低收盘价,StartDate、EndDate,xla原码
cb_pq_stockavg,CB_PQ_STOCKAVG,正股区间均价(新增),TD1、TD2,xla原码
cb_pq_stockchg,CB_PQ_STOCKCHG,正股区间涨跌(新增),TD1、TD2,xla原码
cb_pq_stockpctchg,CB_PQ_STOCKPCTCHG,正股区间涨跌幅(新增),TD1、TD2,xla原码
cb_pq_swing,CB_PQ_SWING,区间振幅,StartDate、EndDate、PRICETYPE,xla原码
cbissueornot,CBISSUEORNOT,是否发行过可转债,TRADEDATE,xla去前缀变体
cbname,CBNAME,同公司可转债简称,TRADEDATE,xla去前缀变体
cbwindcode,CBWINDCODE,同公司可转债Wind代码,TRADEDATE,xla去前缀变体
cci,CCI,CCI顺势指标,,xla原码
cdmonths,CDMONTHS,"合约月份说明,fs_info_cdmonths",,xla去前缀变体
cdp,CDP,CDP逆势操作,,xla原码
cdrornot,CDRORNOT,是否CDR(沪伦通),,xla去前缀变体
ceo,CEO,总经理,TRADEDATE,xla去前缀变体
cfo,CFO,财务总监,TRADEDATE,xla去前缀变体
cfps,CFPS,每股现金流量净额,REPORTDATE,xla去前缀变体
cfps_ttm,CFPS_TTM,每股现金流量净额(TTM),,xla去前缀变体
chain,CHAIN,所属产业链板块,,xla去前缀变体
chairman,CHAIRMAN,法人代表,,xla去前缀变体
changelt,CHANGELT,涨跌幅限制,,xla去前缀变体
changelt_new,CHANGELT_NEW,涨跌幅限制(支持历史),TRADEDATE,xla去前缀变体
chg,CHG,涨跌,,探测法实测
chinabondl1type,CHINABONDL1TYPE,"中债债券一级分类,B_info_ChinabondL1type(新增)",,xla去前缀变体
chinabondl2type,CHINABONDL2TYPE,"中债债券二级分类,B_info_ChinabondL2type(新增)",,xla去前缀变体
cik,CIK,CIK代码,,xla去前缀变体
city,CITY,城市,,xla去前缀变体
cityinvestmentbondgeo,CITYINVESTMENTBONDGEO,城投行政级别,,xla去前缀变体
cityinvestmentbondgeowind,CITYINVESTMENTBONDGEOWIND,城投行政级别(Wind),,xla去前缀变体
ckgzjtxornot,CKGZJTXORNOT,是否企业的参控股公司为专精特新企业,,xla去前缀变体
ckgzjtxornot1,CKGZJTXORNOT1,是否企业的参控股公司为专精特新企业(支持历史),TRADEDATE,xla去前缀变体
clause,CLAUSE,分红条款,,xla去前缀变体
clause_calloption_conditionalredeemenddate,CLAUSE_CALLOPTION_CONDITIONALREDEEMENDDATE,条件赎回截止日期(新增),,xla去前缀变体
clause_calloption_conditionalredeemstartdate,CLAUSE_CALLOPTION_CONDITIONALREDEEMSTARTDATE,条件赎回起始日期(新增),,xla去前缀变体
clause_calloption_indicativedaten,CLAUSE_CALLOPTION_INDICATIVEDATEN,不强赎提示公告日,,xla去前缀变体
clause_calloption_indicativedatey,CLAUSE_CALLOPTION_INDICATIVEDATEY,强赎提示公告日,,xla去前缀变体
clause_calloption_interestdisposal,CLAUSE_CALLOPTION_INTERESTDISPOSAL,利息处理(新增),,xla去前缀变体
clause_calloption_iswithtimeredemptionclause,CLAUSE_CALLOPTION_ISWITHTIMEREDEMPTIONCLAUSE,是否有时点赎回条款(新增),,xla去前缀变体
clause_calloption_noticedate,CLAUSE_CALLOPTION_NOTICEDATE,赎回公告日,,xla去前缀变体
clause_calloption_recorddate,CLAUSE_CALLOPTION_RECORDDATE,赎回登记日,,xla去前缀变体
clause_calloption_redeemclause,CLAUSE_CALLOPTION_REDEEMCLAUSE,时点赎回条款全文(新增),,xla去前缀变体
clause_calloption_redeemitem,CLAUSE_CALLOPTION_REDEEMITEM,赎回条款(新增),,xla去前缀变体
clause_calloption_redeemmaxspan,CLAUSE_CALLOPTION_REDEEMMAXSPAN,赎回触发计算最大时间区间(新增),,xla去前缀变体
clause_calloption_redeemspan,CLAUSE_CALLOPTION_REDEEMSPAN,赎回触发计算时间区间(新增),,xla去前缀变体
clause_calloption_redemptionmemo,CLAUSE_CALLOPTION_REDEMPTIONMEMO,赎回价格说明(新增),,xla去前缀变体
clause_calloption_redemptionprice,CLAUSE_CALLOPTION_REDEMPTIONPRICE,赎回价格(新增),,xla去前缀变体
clause_calloption_redemptiontimesperyear,CLAUSE_CALLOPTION_REDEMPTIONTIMESPERYEAR,每年可赎回次数(新增),,xla去前缀变体
clause_calloption_relativecalloptionperiod,CLAUSE_CALLOPTION_RELATIVECALLOPTIONPERIOD,相对赎回期(新增),,xla去前缀变体
clause_calloption_timeredemptiontimes,CLAUSE_CALLOPTION_TIMEREDEMPTIONTIMES,时点赎回数(新增),,xla去前缀变体
clause_calloption_triggerprice,CLAUSE_CALLOPTION_TRIGGERPRICE,赎回触发价,TRADEDATE,xla去前缀变体
clause_calloption_triggerproportion,CLAUSE_CALLOPTION_TRIGGERPROPORTION,赎回触发比例(新增),,xla去前缀变体
clause_compensationinterest,CLAUSE_COMPENSATIONINTEREST,补偿利率(公布),,xla去前缀变体
clause_conversion2_bondlot,CLAUSE_CONVERSION2_BONDLOT,未转股余额(新增),,xla去前缀变体
clause_conversion2_bondproportion,CLAUSE_CONVERSION2_BONDPROPORTION,未转股比例(新增),,xla去前缀变体
clause_conversion2_conversionproportion,CLAUSE_CONVERSION2_CONVERSIONPROPORTION,转换比例(新增),,xla去前缀变体
clause_conversion2_swapshareprice,CLAUSE_CONVERSION2_SWAPSHAREPRICE,转股价格(新增),,xla去前缀变体
clause_conversion2_tosharepriceadjustitem,CLAUSE_CONVERSION2_TOSHAREPRICEADJUSTITEM,转股条款(新增),,xla去前缀变体
clause_conversion_2_conversionproportion,CLAUSE_CONVERSION_2_CONVERSIONPROPORTION,转股价随派息调整(新增),,xla去前缀变体
clause_conversion_2_forceconvertdate,CLAUSE_CONVERSION_2_FORCECONVERTDATE,强制转股日(新增),,xla去前缀变体
clause_conversion_2_forceconvertprice,CLAUSE_CONVERSION_2_FORCECONVERTPRICE,强制转股价格(新增),,xla去前缀变体
clause_conversion_2_isforced,CLAUSE_CONVERSION_2_ISFORCED,是否强制转股(新增),,xla去前缀变体
clause_conversion_2_relativeswapsharemonth,CLAUSE_CONVERSION_2_RELATIVESWAPSHAREMONTH,相对转股期(新增),,xla去前缀变体
clause_conversion_2_swapshareenddate,CLAUSE_CONVERSION_2_SWAPSHAREENDDATE,自愿转股终止日期(新增),,xla去前缀变体
clause_conversion_2_swapsharestartdate,CLAUSE_CONVERSION_2_SWAPSHARESTARTDATE,自愿转股起始日期(新增),,xla去前缀变体
clause_conversion_code,CLAUSE_CONVERSION_CODE,转股代码,,xla去前缀变体
clause_exannoundate,CLAUSE_EXANNOUNDATE,最新行权公告日,DEALDATE,xla去前缀变体
clause_interest_compensationinterest,CLAUSE_INTEREST_COMPENSATIONINTEREST,补偿利率(新增),,xla去前缀变体
clause_processmodeinterest,CLAUSE_PROCESSMODEINTEREST,利息处理方式,,xla去前缀变体
clause_putoption_additionalpricememo,CLAUSE_PUTOPTION_ADDITIONALPRICEMEMO,附加回售价格说明(新增),,xla去前缀变体
clause_putoption_conditionalputbackenddate,CLAUSE_PUTOPTION_CONDITIONALPUTBACKENDDATE,条件回售截止日期(新增),,xla去前缀变体
clause_putoption_conditionalputbackstartenddate,CLAUSE_PUTOPTION_CONDITIONALPUTBACKSTARTENDDATE,条件回售起始日期(新增),,xla去前缀变体
clause_putoption_interestdisposing,CLAUSE_PUTOPTION_INTERESTDISPOSING,利息处理(新增),,xla去前缀变体
clause_putoption_noticedate,CLAUSE_PUTOPTION_NOTICEDATE,回售公告日,,xla去前缀变体
clause_putoption_putbackadditionalcondition,CLAUSE_PUTOPTION_PUTBACKADDITIONALCONDITION,附加回售条件(新增),,xla去前缀变体
clause_putoption_putbackclause,CLAUSE_PUTOPTION_PUTBACKCLAUSE,无条件回售条款(新增),,xla去前缀变体
clause_putoption_putbackenddate,CLAUSE_PUTOPTION_PUTBACKENDDATE,无条件回售结束日期(新增),,xla去前缀变体
clause_putoption_putbackperiod,CLAUSE_PUTOPTION_PUTBACKPERIOD,无条件回售期(新增),,xla去前缀变体
clause_putoption_putbackperiodobs,CLAUSE_PUTOPTION_PUTBACKPERIODOBS,相对回售期(新增),,xla去前缀变体
clause_putoption_putbackprice,CLAUSE_PUTOPTION_PUTBACKPRICE,无条件回售价(新增),,xla去前缀变体
clause_putoption_putbackstartdate,CLAUSE_PUTOPTION_PUTBACKSTARTDATE,无条件回售起始日期(新增),,xla去前缀变体
clause_putoption_putbacktimesperyear,CLAUSE_PUTOPTION_PUTBACKTIMESPERYEAR,每年回售次数(新增),,xla去前缀变体
clause_putoption_putbacktriggermaxspan,CLAUSE_PUTOPTION_PUTBACKTRIGGERMAXSPAN,回售触发计算最大时间区间(新增),,xla去前缀变体
clause_putoption_putbacktriggerspan,CLAUSE_PUTOPTION_PUTBACKTRIGGERSPAN,回售触发计算时间区间(新增),,xla去前缀变体
clause_putoption_redeem_triggerproportion,CLAUSE_PUTOPTION_REDEEM_TRIGGERPROPORTION,回售触发比例(新增),,xla去前缀变体
clause_putoption_resellingprice,CLAUSE_PUTOPTION_RESELLINGPRICE,回售价格(新增),,xla去前缀变体
clause_putoption_resellingpriceexplaination,CLAUSE_PUTOPTION_RESELLINGPRICEEXPLAINATION,回售价格说明(新增),,xla去前缀变体
clause_putoption_sellbackitem,CLAUSE_PUTOPTION_SELLBACKITEM,条件回售条款全文(新增),,xla去前缀变体
clause_putoption_timeputbackclause,CLAUSE_PUTOPTION_TIMEPUTBACKCLAUSE,时点回售条款全文(新增),,xla去前缀变体
clause_putoption_timeputbacktimes,CLAUSE_PUTOPTION_TIMEPUTBACKTIMES,时点回售数(新增),,xla去前缀变体
clause_putoption_triggerprice,CLAUSE_PUTOPTION_TRIGGERPRICE,回售触发价,TRADEDATE,xla去前缀变体
clause_reset_isexitreset,CLAUSE_RESET_ISEXITRESET,是否有特别向下修正条款(新增),,xla去前缀变体
clause_reset_item,CLAUSE_RESET_ITEM,特别向下修正条款全文,,xla去前缀变体
clause_reset_referencepriceisanverage,CLAUSE_RESET_REFERENCEPRICEISANVERAGE,是否为算术平均价(新增),,xla去前缀变体
clause_reset_resetmaxtimespan,CLAUSE_RESET_RESETMAXTIMESPAN,重设触发计算最大时间区间(新增),,xla去前缀变体
clause_reset_resetperiodenddate,CLAUSE_RESET_RESETPERIODENDDATE,特别修正结束时间(新增),,xla去前缀变体
clause_reset_resetrange,CLAUSE_RESET_RESETRANGE,特别修正幅度(新增),,xla去前缀变体
clause_reset_resetstartdate,CLAUSE_RESET_RESETSTARTDATE,特别修正起始时间(新增),,xla去前缀变体
clause_reset_resettimeslimit,CLAUSE_RESET_RESETTIMESLIMIT,修正次数限制(新增),,xla去前缀变体
clause_reset_resettimespan,CLAUSE_RESET_RESETTIMESPAN,重设触发计算时间区间(新增),,xla去前缀变体
clause_reset_resettriggerratio,CLAUSE_RESET_RESETTRIGGERRATIO,触发比例(新增),,xla去前缀变体
clause_reset_stockpricelowestlimit,CLAUSE_RESET_STOCKPRICELOWESTLIMIT,修正价格底线说明(新增),,xla去前缀变体
clause_reset_timepointclause,CLAUSE_RESET_TIMEPOINTCLAUSE,时点修正条款全文(新增),,xla去前缀变体
clauseabbr,CLAUSEABBR,特殊条款(缩写),,xla去前缀变体
clauseitem,CLAUSEITEM,特殊条款全文,,xla去前缀变体
cleanprice,CLEANPRICE,收盘价(净价),TRADEDATE,xla去前缀变体
cleanprice_cbr,CLEANPRICE_CBR,估值净价(中债资信),TRADEDATE,xla去前缀变体
clearing,CLEARING,清算机构,,xla去前缀变体
